level,itl,name,year,GVA per Hour,Change in GVA per hour
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2013,28.1,97.2
ITL3,TLK25,Dorset,2013,25.9,95.1
ITL2,TLK3,Cornwall and Isles of Scilly,2013,23.1,90
ITL3,TLK30,Cornwall and Isles of Scilly,2013,23.1,90.1
ITL2,TLK4,Devon,2013,26.1,95
ITL3,TLK41,Plymouth,2013,27.7,100.3
ITL3,TLK42,Torbay,2013,22.8,110.4
ITL3,TLK43,Devon CC,2013,26.1,92.4
ITL1,TLL,Wales,2013,26.3,93.7
ITL2,TLL1,West Wales and The Valleys,2013,25,91.6
ITL3,TLL11,Isle of Anglesey,2013,22.8,94.3
ITL3,TLL12,Gwynedd,2013,21.7,86.9
ITL3,TLL13,Conwy and Denbighshire,2013,21.8,97.2
ITL3,TLL14,South West Wales,2013,22.5,89.9
ITL3,TLL15,Central Valleys,2013,28.9,95.8
ITL3,TLL16,Gwent Valleys,2013,25.5,91.6
ITL3,TLL17,Bridgend and Neath Port Talbot,2013,27.2,89.3
ITL3,TLL18,Swansea,2013,27.2,87.2
ITL2,TLL2,East Wales,2013,28.1,96.7
ITL3,TLL21,Monmouthshire and Newport,2013,27.5,98.2
ITL3,TLL22,Cardiff and Vale of Glamorgan,2013,30.1,95.5
ITL3,TLL23,Flintshire and Wrexham,2013,29.7,99.7
ITL3,TLL24,Powys,2013,18.1,96.8
ITL1,TLM,Scotland,2013,30.8,94.3
ITL2,TLM5,North Eastern Scotland,2013,35.2,101
ITL3,TLM50,Aberdeen City and Aberdeenshire,2013,35.2,101.1
ITL2,TLM6,Highlands and Islands,2013,29.3,92.6
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2013,28.2,90.8
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2013,29.6,89.5
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2013,29,97.3
ITL3,TLM64,Na h-Eileanan Siar,2013,27.5,95.8
ITL3,TLM65,Orkney Islands,2013,31.7,106.5
ITL3,TLM66,Shetland Islands,2013,30.9,87.1
ITL2,TLM7,Eastern Scotland,2013,32.1,90.6
ITL3,TLM71,Angus and Dundee City,2013,27.5,92.7
ITL3,TLM72,Clackmannanshire and Fife,2013,29.3,85.8
ITL3,TLM73,East Lothian and Midlothian,2013,26.3,83.7
ITL3,TLM75,City of Edinburgh,2013,36.5,89.7
ITL3,TLM76,Falkirk,2013,31.2,88.6
ITL3,TLM77,"Perth and Kinross, and Stirling",2013,32.7,103.3
ITL3,TLM78,West Lothian,2013,29.7,89.8
ITL2,TLM8,West Central Scotland,2013,28.8,94.9
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2013,28.4,90.1
ITL3,TLM82,Glasgow City,2013,28.4,99.3
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2013,29.3,92.1
ITL3,TLM84,North Lanarkshire,2013,30.2,85.4
ITL2,TLM9,Southern Scotland,2013,28.8,99.4
ITL3,TLM91,Scottish Borders,2013,26,93.2
ITL3,TLM92,Dumfries and Galloway,2013,28.4,95.8
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2013,28.2,104.8
ITL3,TLM94,South Ayrshire,2013,28.7,95.3
ITL3,TLM95,South Lanarkshire,2013,30.4,102.5
ITL1,TLN,Northern Ireland,2013,25.6,95.8
ITL2,TLN0,Northern Ireland,2013,25.6,95.8
ITL3,TLN06,Belfast,2013,25.9,86.4
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2013,22.2,97.9
ITL3,TLN08,"Newry, Mourne and Down",2013,27.8,108.8
ITL3,TLN09,Ards and North Down,2013,26.6,73.9
ITL3,TLN0A,Derry City and Strabane,2013,21.1,70.2
ITL3,TLN0B,Mid Ulster,2013,29.7,107.2
ITL3,TLN0C,Causeway Coast and Glens,2013,29.2,110.5
ITL3,TLN0D,Antrim and Newtownabbey,2013,30.3,105.8
ITL3,TLN0E,Lisburn and Castlereagh,2013,29.2,107.3
ITL3,TLN0F,Mid and East Antrim,2013,29.1,116.9
ITL3,TLN0G,Fermanagh and Omagh,2013,30.3,100.5
UK,UKX,United Kingdom less Extra-Regio,2014,32,96.4
Other,TLB,England,2014,32.4,96.8
ITL1,TLC,North East,2014,28,94
ITL2,TLC1,Tees Valley and Durham,2014,28.2,96.6
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2014,31.9,99.8
ITL3,TLC12,South Teesside,2014,25.8,100.3
ITL3,TLC13,Darlington,2014,29.5,80.5
ITL3,TLC14,Durham CC,2014,26.9,97.9
ITL2,TLC2,"Northumberland, and Tyne and Wear",2014,27.8,92.2
ITL3,TLC21,Northumberland,2014,25.7,102.6
ITL3,TLC22,Tyneside,2014,27.2,88.5
ITL3,TLC23,Sunderland,2014,32.2,91.7
ITL1,TLD,North West,2014,29.1,97
ITL2,TLD1,Cumbria,2014,27.2,95.6
ITL3,TLD11,West Cumbria,2014,28.4,106.4
ITL3,TLD12,East Cumbria,2014,26.4,90.7
ITL2,TLD3,Greater Manchester,2014,28.9,95.1
ITL3,TLD33,Manchester,2014,31.1,94.3
ITL3,TLD34,Greater Manchester South West,2014,32.3,93.1
ITL3,TLD35,Greater Manchester South East,2014,27.2,100
ITL3,TLD36,Greater Manchester North West,2014,26.3,100.7
ITL3,TLD37,Greater Manchester North East,2014,25.2,95.1
ITL2,TLD4,Lancashire,2014,26.8,92.1
ITL3,TLD41,Blackburn with Darwen,2014,23.7,86.7
ITL3,TLD42,Blackpool,2014,22.4,85.2
ITL3,TLD44,Lancaster and Wyre,2014,25.7,80.2
ITL3,TLD45,Mid Lancashire,2014,30.7,94.6
ITL3,TLD46,East Lancashire,2014,26.6,103
ITL3,TLD47,Chorley and West Lancashire,2014,24.2,87.5
ITL2,TLD6,Cheshire,2014,33.7,103.1
ITL3,TLD61,Warrington,2014,29.1,91.5
ITL3,TLD62,Cheshire East,2014,36.8,107.1
ITL3,TLD63,Cheshire West and Chester,2014,33.9,105.5
ITL2,TLD7,Merseyside,2014,28.9,102.4
ITL3,TLD71,East Merseyside,2014,30.2,103
ITL3,TLD72,Liverpool,2014,29.8,106
ITL3,TLD73,Sefton,2014,25.4,97
ITL3,TLD74,Wirral,2014,27.1,97.4
ITL1,TLE,Yorkshire and The Humber,2014,27.3,95.7
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2014,27.8,94.5
ITL3,TLE11,"Kingston upon Hull, City of",2014,26.6,98.8
ITL3,TLE12,East Riding of Yorkshire,2014,28.3,92.2
ITL3,TLE13,North and North East Lincolnshire,2014,28.5,96
ITL2,TLE2,North Yorkshire,2014,27.4,93.1
ITL3,TLE21,York,2014,32.5,96.8
ITL3,TLE22,North Yorkshire CC,2014,25.6,90
ITL2,TLE3,South Yorkshire,2014,26.2,97.2
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2014,24.2,95.5
ITL3,TLE32,Sheffield,2014,28.6,94.1
ITL2,TLE4,West Yorkshire,2014,27.7,96.4
ITL3,TLE41,Bradford,2014,25.8,97.7
ITL3,TLE42,Leeds,2014,31.8,102
ITL3,TLE44,Calderdale and Kirklees,2014,23.7,90.3
ITL3,TLE45,Wakefield,2014,25.1,88.7
ITL1,TLF,East Midlands,2014,27.6,99.6
ITL2,TLF1,Derbyshire and Nottinghamshire,2014,27.7,100.1
ITL3,TLF11,Derby,2014,32.6,112.9
ITL3,TLF12,East Derbyshire,2014,27.2,101.1
ITL3,TLF13,South and West Derbyshire,2014,28,103.8
ITL3,TLF14,Nottingham,2014,25.7,90.2
ITL3,TLF15,North Nottinghamshire,2014,25.4,101.6
ITL3,TLF16,South Nottinghamshire,2014,30.2,87.6
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2014,27.9,100
ITL3,TLF21,Leicester,2014,26.8,95.3
ITL3,TLF22,Leicestershire CC and Rutland,2014,29.9,101.4
ITL3,TLF24,West Northamptonshire,2014,27.8,96.5
ITL3,TLF25,North Northamptonshire,2014,24.7,112.9
ITL2,TLF3,Lincolnshire,2014,26.5,97
ITL3,TLF30,Lincolnshire CC,2014,26.5,97.1
ITL1,TLG,West Midlands,2014,27.7,97
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2014,29,95.6
ITL3,TLG11,"Herefordshire, County of",2014,21.9,97.4
ITL3,TLG12,Worcestershire CC,2014,29.3,101
ITL3,TLG13,Warwickshire CC,2014,31.1,93.2
ITL2,TLG2,Shropshire and Staffordshire,2014,25.9,97.3
ITL3,TLG21,Telford and Wrekin,2014,27.3,92.3
ITL3,TLG22,Shropshire CC,2014,24.8,102.4
ITL3,TLG23,Stoke-on-Trent,2014,24.2,88
ITL3,TLG24,Staffordshire CC,2014,26.5,99.4
ITL2,TLG3,West Midlands,2014,28,97.7
ITL3,TLG31,Birmingham,2014,27.2,94.2
ITL3,TLG32,Solihull,2014,39,103
ITL3,TLG33,Coventry,2014,31.8,93.7
ITL3,TLG36,Dudley,2014,25.8,108.6
ITL3,TLG37,Sandwell,2014,24.4,92.3
ITL3,TLG38,Walsall,2014,26.6,127.6
ITL3,TLG39,Wolverhampton,2014,23.9,96.3
ITL1,TLH,East,2014,30,97.4
ITL2,TLH1,East Anglia,2014,29.3,96.1
ITL3,TLH11,Peterborough,2014,30.2,97.7
ITL3,TLH12,Cambridgeshire CC,2014,31.3,101.4
ITL3,TLH14,Suffolk CC,2014,30,93.4
ITL3,TLH15,Norwich and East Norfolk,2014,27.3,88.3
ITL3,TLH16,North and West Norfolk,2014,25.4,95.6
ITL3,TLH17,Breckland and South Norfolk,2014,26.8,98.5
ITL2,TLH2,Bedfordshire and Hertfordshire,2014,31.3,99.5
ITL3,TLH21,Luton,2014,32.7,100.1
ITL3,TLH23,Hertfordshire CC,2014,32,100
ITL3,TLH24,Bedford,2014,26.9,90.2
ITL3,TLH25,Central Bedfordshire,2014,29.1,102.5
ITL2,TLH3,Essex,2014,29.6,97.1
ITL3,TLH31,Southend-on-Sea,2014,23.9,102
ITL3,TLH32,Thurrock,2014,30.3,89.6
ITL3,TLH34,Essex Haven Gateway,2014,26,83.1
ITL3,TLH35,West Essex,2014,32.2,112.9
ITL3,TLH36,Heart of Essex,2014,32.3,97.2
ITL3,TLH37,Essex Thames Gateway,2014,31.7,103.8
ITL1,TLI,London,2014,43.1,98.4
ITL2,TLI3,Inner London - West,2014,48.2,97.8
ITL3,TLI31,Camden and City of London,2014,54.7,98.2
ITL3,TLI32,Westminster,2014,45.9,91.9
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2014,39.6,109.4
ITL3,TLI34,Wandsworth,2014,32.8,119.7
ITL2,TLI4,Inner London - East,2014,42.5,100.4
ITL3,TLI41,Hackney and Newham,2014,30.1,84.5
ITL3,TLI42,Tower Hamlets,2014,64.9,116.9
ITL3,TLI43,Haringey and Islington,2014,42.2,98.3
ITL3,TLI44,Lewisham and Southwark,2014,33.5,93
ITL3,TLI45,Lambeth,2014,39.9,101.4
ITL2,TLI5,Outer London - East and North East,2014,36.6,99.3
ITL3,TLI51,Bexley and Greenwich,2014,41.7,101.4
ITL3,TLI52,Barking & Dagenham and Havering,2014,37.4,105.5
ITL3,TLI53,Redbridge and Waltham Forest,2014,32.7,100.6
ITL3,TLI54,Enfield,2014,34.3,86.9
ITL2,TLI6,Outer London - South,2014,36.8,100.1
ITL3,TLI61,Bromley,2014,38.6,108.2
ITL3,TLI62,Croydon,2014,39.8,86.8
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2014,34.4,104.3
ITL2,TLI7,Outer London - West and North West,2014,39.7,98.8
ITL3,TLI71,Barnet,2014,33.1,95.3
ITL3,TLI72,Brent,2014,37,109.9
ITL3,TLI73,Ealing,2014,35.5,95.6
ITL3,TLI74,Harrow and Hillingdon,2014,38.3,95.8
ITL3,TLI75,Hounslow and Richmond upon Thames,2014,48.8,102.6
ITL1,TLJ,South East,2014,34.4,95
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2014,37.4,95.4
ITL3,TLJ11,Berkshire,2014,43.6,88.3
ITL3,TLJ12,Milton Keynes,2014,36.6,103.4
ITL3,TLJ13,Buckinghamshire CC,2014,33.3,101.8
ITL3,TLJ14,Oxfordshire CC,2014,31.9,99.8
ITL2,TLJ2,"Surrey, East and West Sussex",2014,34,97.4
ITL3,TLJ21,Brighton and Hove,2014,30.4,86.2
ITL3,TLJ22,East Sussex CC,2014,23.1,101.6
ITL3,TLJ25,West Surrey,2014,38.6,91.5
ITL3,TLJ26,East Surrey,2014,46.6,123
ITL3,TLJ27,West Sussex (South West),2014,28.7,84.4
ITL3,TLJ28,West Sussex (North East),2014,31.5,100.7
ITL2,TLJ3,Hampshire and Isle of Wight,2014,34.3,89.9
ITL3,TLJ31,Portsmouth,2014,31.6,93.2
ITL3,TLJ32,Southampton,2014,36,86.8
ITL3,TLJ34,Isle of Wight,2014,27.5,106
ITL3,TLJ35,South Hampshire,2014,32.6,95.1
ITL3,TLJ36,Central Hampshire,2014,31.4,93.1
ITL3,TLJ37,North Hampshire,2014,42.5,79.2
ITL2,TLJ4,Kent,2014,29.8,96
ITL3,TLJ41,Medway,2014,31,88.6
ITL3,TLJ43,Kent Thames Gateway,2014,29.7,96.8
ITL3,TLJ44,East Kent,2014,28,107
ITL3,TLJ45,Mid Kent,2014,25.8,95.3
ITL3,TLJ46,West Kent,2014,34.6,89.9
ITL1,TLK,South West,2014,29,96.8
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area",2014,32.1,98
ITL3,TLK11,"Bristol, City of",2014,28.6,97.2
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2014,34.1,97.6
ITL3,TLK13,Gloucestershire CC,2014,30,94.5
ITL3,TLK14,Swindon,2014,43.1,91.7
ITL3,TLK15,Wiltshire,2014,30.8,105.3
ITL2,TLK2,Dorset and Somerset,2014,26.9,98
ITL3,TLK23,Somerset CC,2014,25.6,98.1
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2014,28.7,98.2
ITL3,TLK25,Dorset,2014,26.6,96.8
ITL2,TLK3,Cornwall and Isles of Scilly,2014,23.6,91.6
ITL3,TLK30,Cornwall and Isles of Scilly,2014,23.6,91.4
ITL2,TLK4,Devon,2014,26.5,94.9
ITL3,TLK41,Plymouth,2014,27.8,95.5
ITL3,TLK42,Torbay,2014,23.2,112.5
ITL3,TLK43,Devon CC,2014,26.5,93.3
ITL1,TLL,Wales,2014,26.7,92.7
ITL2,TLL1,West Wales and The Valleys,2014,25.3,92
ITL3,TLL11,Isle of Anglesey,2014,22.7,85.9
ITL3,TLL12,Gwynedd,2014,21.7,86.3
ITL3,TLL13,Conwy and Denbighshire,2014,22.2,98.6
ITL3,TLL14,South West Wales,2014,23,88.5
ITL3,TLL15,Central Valleys,2014,29.7,94.6
ITL3,TLL16,Gwent Valleys,2014,25.9,92.3
ITL3,TLL17,Bridgend and Neath Port Talbot,2014,27.6,90.8
ITL3,TLL18,Swansea,2014,27.3,91.2
ITL2,TLL2,East Wales,2014,28.4,93.7
ITL3,TLL21,Monmouthshire and Newport,2014,28.1,96.5
ITL3,TLL22,Cardiff and Vale of Glamorgan,2014,30.6,94.2
ITL3,TLL23,Flintshire and Wrexham,2014,29.9,91.3
ITL3,TLL24,Powys,2014,18.4,97.4
ITL1,TLM,Scotland,2014,31.5,95.4
ITL2,TLM5,North Eastern Scotland,2014,35.4,103.1
ITL3,TLM50,Aberdeen City and Aberdeenshire,2014,35.4,103.3
ITL2,TLM6,Highlands and Islands,2014,29.7,92.6
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2014,29,83.5
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2014,30.1,88.9
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2014,29.7,103.8
ITL3,TLM64,Na h-Eileanan Siar,2014,27.6,101.2
ITL3,TLM65,Orkney Islands,2014,31.2,107.8
ITL3,TLM66,Shetland Islands,2014,30.9,91.1
ITL2,TLM7,Eastern Scotland,2014,33,91.9
ITL3,TLM71,Angus and Dundee City,2014,27.7,90.5
ITL3,TLM72,Clackmannanshire and Fife,2014,30.1,88.7
ITL3,TLM73,East Lothian and Midlothian,2014,27.4,88.8
ITL3,TLM75,City of Edinburgh,2014,38.2,93.5
ITL3,TLM76,Falkirk,2014,31.8,93.3
ITL3,TLM77,"Perth and Kinross, and Stirling",2014,33.3,101.3
ITL3,TLM78,West Lothian,2014,30.1,84.1
ITL2,TLM8,West Central Scotland,2014,29.5,93.6
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2014,29.3,93.7
ITL3,TLM82,Glasgow City,2014,28.8,95.4
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2014,30.1,96.9
ITL3,TLM84,North Lanarkshire,2014,31.3,83.6
ITL2,TLM9,Southern Scotland,2014,29.4,104.5
ITL3,TLM91,Scottish Borders,2014,27.3,105.2
ITL3,TLM92,Dumfries and Galloway,2014,29,100
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2014,28.5,106.1
ITL3,TLM94,South Ayrshire,2014,29.3,106.3
ITL3,TLM95,South Lanarkshire,2014,31.1,105.1
ITL1,TLN,Northern Ireland,2014,26.3,96
ITL2,TLN0,Northern Ireland,2014,26.3,96
ITL3,TLN06,Belfast,2014,27.2,95.6
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2014,22.7,91.4
ITL3,TLN08,"Newry, Mourne and Down",2014,27.8,103.7
ITL3,TLN09,Ards and North Down,2014,29.3,119
ITL3,TLN0A,Derry City and Strabane,2014,22.4,74.4
ITL3,TLN0B,Mid Ulster,2014,29.7,104
ITL3,TLN0C,Causeway Coast and Glens,2014,29.5,107.7
ITL3,TLN0D,Antrim and Newtownabbey,2014,29.9,99.4
ITL3,TLN0E,Lisburn and Castlereagh,2014,29.8,106.5
ITL3,TLN0F,Mid and East Antrim,2014,30.6,122.9
ITL3,TLN0G,Fermanagh and Omagh,2014,30,108.1
UK,UKX,United Kingdom less Extra-Regio,2015,32.7,97.5
Other,TLB,England,2015,33.2,97.9
ITL1,TLC,North East,2015,28.5,96.6
ITL2,TLC1,Tees Valley and Durham,2015,28.7,100.2
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2015,32.2,103.1
ITL3,TLC12,South Teesside,2015,26.7,103.8
ITL3,TLC13,Darlington,2015,30.9,92.3
ITL3,TLC14,Durham CC,2015,27,98.3
ITL2,TLC2,"Northumberland, and Tyne and Wear",2015,28.4,94.1
ITL3,TLC21,Northumberland,2015,26.1,103.1
ITL3,TLC22,Tyneside,2015,27.7,91
ITL3,TLC23,Sunderland,2015,33.2,93.6
ITL1,TLD,North West,2015,29.7,99.8
ITL2,TLD1,Cumbria,2015,27.8,99.1
ITL3,TLD11,West Cumbria,2015,28.5,105.3
ITL3,TLD12,East Cumbria,2015,27.3,97.9
ITL2,TLD3,Greater Manchester,2015,29.5,99.4
ITL3,TLD33,Manchester,2015,31.5,98.3
ITL3,TLD34,Greater Manchester South West,2015,33.1,96.1
ITL3,TLD35,Greater Manchester South East,2015,27.9,101.2
ITL3,TLD36,Greater Manchester North West,2015,27,107.8
ITL3,TLD37,Greater Manchester North East,2015,25.7,99.9
ITL2,TLD4,Lancashire,2015,28,97.7
ITL3,TLD41,Blackburn with Darwen,2015,24.8,97.5
ITL3,TLD42,Blackpool,2015,23.5,92.6
ITL3,TLD44,Lancaster and Wyre,2015,27.1,93.6
ITL3,TLD45,Mid Lancashire,2015,32.2,101.1
ITL3,TLD46,East Lancashire,2015,27.1,97.8
ITL3,TLD47,Chorley and West Lancashire,2015,25.5,91.8
ITL2,TLD6,Cheshire,2015,34.1,97.9
ITL3,TLD61,Warrington,2015,29.7,93.9
ITL3,TLD62,Cheshire East,2015,37.4,104.1
ITL3,TLD63,Cheshire West and Chester,2015,33.7,92.6
ITL2,TLD7,Merseyside,2015,29.4,105.2
ITL3,TLD71,East Merseyside,2015,30.8,108.1
ITL3,TLD72,Liverpool,2015,30,105.4
ITL3,TLD73,Sefton,2015,26.6,106.5
ITL3,TLD74,Wirral,2015,27.5,98.5
ITL1,TLE,Yorkshire and The Humber,2015,27.9,98.2
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2015,28.7,102.6
ITL3,TLE11,"Kingston upon Hull, City of",2015,27.6,107.6
ITL3,TLE12,East Riding of Yorkshire,2015,29.2,102.4
ITL3,TLE13,North and North East Lincolnshire,2015,29.3,100.5
ITL2,TLE2,North Yorkshire,2015,28,91.9
ITL3,TLE21,York,2015,33.6,100.2
ITL3,TLE22,North Yorkshire CC,2015,26.2,88.1
ITL2,TLE3,South Yorkshire,2015,26.6,99.2
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2015,24.7,97.1
ITL3,TLE32,Sheffield,2015,28.8,96.5
ITL2,TLE4,West Yorkshire,2015,28.3,98.6
ITL3,TLE41,Bradford,2015,26.4,101.6
ITL3,TLE42,Leeds,2015,32.1,101
ITL3,TLE44,Calderdale and Kirklees,2015,24.8,94.2
ITL3,TLE45,Wakefield,2015,25.9,94.9
ITL1,TLF,East Midlands,2015,27.9,97.2
ITL2,TLF1,Derbyshire and Nottinghamshire,2015,28,96.6
ITL3,TLF11,Derby,2015,32.3,108.9
ITL3,TLF12,East Derbyshire,2015,28.3,92.7
ITL3,TLF13,South and West Derbyshire,2015,29,98.2
ITL3,TLF14,Nottingham,2015,26.2,85.8
ITL3,TLF15,North Nottinghamshire,2015,25.4,103.5
ITL3,TLF16,South Nottinghamshire,2015,29.9,88.9
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2015,28.3,99.3
ITL3,TLF21,Leicester,2015,26.8,90.4
ITL3,TLF22,Leicestershire CC and Rutland,2015,30.5,98.9
ITL3,TLF24,West Northamptonshire,2015,28.5,98.5
ITL3,TLF25,North Northamptonshire,2015,24.9,113.9
ITL2,TLF3,Lincolnshire,2015,26.7,93
ITL3,TLF30,Lincolnshire CC,2015,26.7,93.4
ITL1,TLG,West Midlands,2015,28.4,96.5
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2015,29.5,96.6
ITL3,TLG11,"Herefordshire, County of",2015,22.4,95.6
ITL3,TLG12,Worcestershire CC,2015,29.5,102.3
ITL3,TLG13,Warwickshire CC,2015,31.7,93.4
ITL2,TLG2,Shropshire and Staffordshire,2015,26.4,96.4
ITL3,TLG21,Telford and Wrekin,2015,28.1,97.4
ITL3,TLG22,Shropshire CC,2015,25.2,99.7
ITL3,TLG23,Stoke-on-Trent,2015,24.2,88.6
ITL3,TLG24,Staffordshire CC,2015,27.2,97.6
ITL2,TLG3,West Midlands,2015,28.9,96.6
ITL3,TLG31,Birmingham,2015,27.9,91.5
ITL3,TLG32,Solihull,2015,41.1,106.5
ITL3,TLG33,Coventry,2015,33.5,97.8
ITL3,TLG36,Dudley,2015,25.9,116.2
ITL3,TLG37,Sandwell,2015,25,89.7
ITL3,TLG38,Walsall,2015,26.4,110.2
ITL3,TLG39,Wolverhampton,2015,25,93.4
ITL1,TLH,East,2015,30.7,97.8
ITL2,TLH1,East Anglia,2015,29.9,96.2
ITL3,TLH11,Peterborough,2015,30.6,97
ITL3,TLH12,Cambridgeshire CC,2015,31.6,98
ITL3,TLH14,Suffolk CC,2015,31,94.5
ITL3,TLH15,Norwich and East Norfolk,2015,28.4,95.1
ITL3,TLH16,North and West Norfolk,2015,25.6,98.3
ITL3,TLH17,Breckland and South Norfolk,2015,27,94.9
ITL2,TLH2,Bedfordshire and Hertfordshire,2015,31.9,100.6
ITL3,TLH21,Luton,2015,33.4,103.1
ITL3,TLH23,Hertfordshire CC,2015,32.5,100.7
ITL3,TLH24,Bedford,2015,27.5,92.6
ITL3,TLH25,Central Bedfordshire,2015,29.9,103.2
ITL2,TLH3,Essex,2015,30.6,96.8
ITL3,TLH31,Southend-on-Sea,2015,25,107.1
ITL3,TLH32,Thurrock,2015,31.2,88.9
ITL3,TLH34,Essex Haven Gateway,2015,27.3,87.1
ITL3,TLH35,West Essex,2015,33.4,111.2
ITL3,TLH36,Heart of Essex,2015,33.5,97
ITL3,TLH37,Essex Thames Gateway,2015,31.9,95.7
ITL1,TLI,London,2015,44.2,99.3
ITL2,TLI3,Inner London - West,2015,49.7,97.7
ITL3,TLI31,Camden and City of London,2015,56,99.9
ITL3,TLI32,Westminster,2015,47.8,91.9
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2015,40.7,104
ITL3,TLI34,Wandsworth,2015,33.5,112.4
ITL2,TLI4,Inner London - East,2015,43.2,102
ITL3,TLI41,Hackney and Newham,2015,30.5,86.4
ITL3,TLI42,Tower Hamlets,2015,66.4,114.7
ITL3,TLI43,Haringey and Islington,2015,42.4,97.3
ITL3,TLI44,Lewisham and Southwark,2015,33.9,98.3
ITL3,TLI45,Lambeth,2015,41.9,109
ITL2,TLI5,Outer London - East and North East,2015,37.1,101.6
ITL3,TLI51,Bexley and Greenwich,2015,41.6,101.3
ITL3,TLI52,Barking & Dagenham and Havering,2015,36.9,98.3
ITL3,TLI53,Redbridge and Waltham Forest,2015,33.8,109.6
ITL3,TLI54,Enfield,2015,35.6,94.9
ITL2,TLI6,Outer London - South,2015,36.9,98.2
ITL3,TLI61,Bromley,2015,39.4,104.4
ITL3,TLI62,Croydon,2015,39.3,86.7
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2015,34.5,102.1
ITL2,TLI7,Outer London - West and North West,2015,40.9,101.4
ITL3,TLI71,Barnet,2015,33.5,98.9
ITL3,TLI72,Brent,2015,37.4,113.5
ITL3,TLI73,Ealing,2015,37.2,100.6
ITL3,TLI74,Harrow and Hillingdon,2015,40.4,106.6
ITL3,TLI75,Hounslow and Richmond upon Thames,2015,49.3,93.9
ITL1,TLJ,South East,2015,35.1,97.4
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2015,37.8,97.2
ITL3,TLJ11,Berkshire,2015,44.1,92.4
ITL3,TLJ12,Milton Keynes,2015,37.2,97.9
ITL3,TLJ13,Buckinghamshire CC,2015,33,98.8
ITL3,TLJ14,Oxfordshire CC,2015,32.4,104.6
ITL2,TLJ2,"Surrey, East and West Sussex",2015,34.9,101.3
ITL3,TLJ21,Brighton and Hove,2015,31.2,92.4
ITL3,TLJ22,East Sussex CC,2015,23.9,95.7
ITL3,TLJ25,West Surrey,2015,40.1,97
ITL3,TLJ26,East Surrey,2015,45.6,123.7
ITL3,TLJ27,West Sussex (South West),2015,30.4,95.3
ITL3,TLJ28,West Sussex (North East),2015,32.3,105.6
ITL2,TLJ3,Hampshire and Isle of Wight,2015,35.1,91.2
ITL3,TLJ31,Portsmouth,2015,32.2,91.1
ITL3,TLJ32,Southampton,2015,37,89.3
ITL3,TLJ34,Isle of Wight,2015,27.7,100.4
ITL3,TLJ35,South Hampshire,2015,33.6,98.7
ITL3,TLJ36,Central Hampshire,2015,32.2,94.7
ITL3,TLJ37,North Hampshire,2015,43.6,80.7
ITL2,TLJ4,Kent,2015,30.5,98.9
ITL3,TLJ41,Medway,2015,31.9,91.2
ITL3,TLJ43,Kent Thames Gateway,2015,30.5,100.3
ITL3,TLJ44,East Kent,2015,28.3,107.5
ITL3,TLJ45,Mid Kent,2015,26.5,100.2
ITL3,TLJ46,West Kent,2015,35.7,91.9
ITL1,TLK,South West,2015,29.7,97.3
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area",2015,32.9,98.8
ITL3,TLK11,"Bristol, City of",2015,29.6,99.8
