level,itl,name,year,GVA per Hour,Change in GVA per hour
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2015,34.9,98.4
ITL3,TLK13,Gloucestershire CC,2015,30.7,91.8
ITL3,TLK14,Swindon,2015,45,99.4
ITL3,TLK15,Wiltshire,2015,30.7,104.9
ITL2,TLK2,Dorset and Somerset,2015,27.7,98.7
ITL3,TLK23,Somerset CC,2015,26.3,96.1
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2015,29.9,100.3
ITL3,TLK25,Dorset,2015,27.3,101.9
ITL2,TLK3,Cornwall and Isles of Scilly,2015,24.1,92.9
ITL3,TLK30,Cornwall and Isles of Scilly,2015,24.1,92.9
ITL2,TLK4,Devon,2015,27,94
ITL3,TLK41,Plymouth,2015,28.3,95.6
ITL3,TLK42,Torbay,2015,23.3,109.9
ITL3,TLK43,Devon CC,2015,27.1,92.3
ITL1,TLL,Wales,2015,27.1,93.4
ITL2,TLL1,West Wales and The Valleys,2015,25.8,91.4
ITL3,TLL11,Isle of Anglesey,2015,23.5,88.2
ITL3,TLL12,Gwynedd,2015,21.9,83.3
ITL3,TLL13,Conwy and Denbighshire,2015,22.6,92.6
ITL3,TLL14,South West Wales,2015,23.8,95.7
ITL3,TLL15,Central Valleys,2015,30.5,94.4
ITL3,TLL16,Gwent Valleys,2015,26.5,94
ITL3,TLL17,Bridgend and Neath Port Talbot,2015,28,90.9
ITL3,TLL18,Swansea,2015,27.3,83.9
ITL2,TLL2,East Wales,2015,28.9,96.3
ITL3,TLL21,Monmouthshire and Newport,2015,28.5,98.7
ITL3,TLL22,Cardiff and Vale of Glamorgan,2015,31,97.8
ITL3,TLL23,Flintshire and Wrexham,2015,30.3,92.8
ITL3,TLL24,Powys,2015,18.8,96.9
ITL1,TLM,Scotland,2015,32.1,97.5
ITL2,TLM5,North Eastern Scotland,2015,35,107.4
ITL3,TLM50,Aberdeen City and Aberdeenshire,2015,35,107.7
ITL2,TLM6,Highlands and Islands,2015,30.3,97.5
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2015,30.4,106.6
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2015,30.7,95.4
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2015,30.5,102.9
ITL3,TLM64,Na h-Eileanan Siar,2015,27.3,94.6
ITL3,TLM65,Orkney Islands,2015,30.2,95.4
ITL3,TLM66,Shetland Islands,2015,30.8,78.7
ITL2,TLM7,Eastern Scotland,2015,34.2,94.8
ITL3,TLM71,Angus and Dundee City,2015,27.7,88.9
ITL3,TLM72,Clackmannanshire and Fife,2015,31,93.7
ITL3,TLM73,East Lothian and Midlothian,2015,28.6,86.7
ITL3,TLM75,City of Edinburgh,2015,40,93.2
ITL3,TLM76,Falkirk,2015,32.6,99
ITL3,TLM77,"Perth and Kinross, and Stirling",2015,33.9,109
ITL3,TLM78,West Lothian,2015,31.4,97.8
ITL2,TLM8,West Central Scotland,2015,30.2,96.1
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2015,30.3,95.5
ITL3,TLM82,Glasgow City,2015,29.4,99.6
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2015,30.3,92.3
ITL3,TLM84,North Lanarkshire,2015,32.6,88.8
ITL2,TLM9,Southern Scotland,2015,29.6,99.8
ITL3,TLM91,Scottish Borders,2015,28.1,106.5
ITL3,TLM92,Dumfries and Galloway,2015,29.2,94.2
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2015,28.3,102.1
ITL3,TLM94,South Ayrshire,2015,29.5,96.5
ITL3,TLM95,South Lanarkshire,2015,31.5,100.4
ITL1,TLN,Northern Ireland,2015,27,99.1
ITL2,TLN0,Northern Ireland,2015,27,99.1
ITL3,TLN06,Belfast,2015,28.2,95
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2015,23.4,91.6
ITL3,TLN08,"Newry, Mourne and Down",2015,27.7,106.4
ITL3,TLN09,Ards and North Down,2015,31.1,111
ITL3,TLN0A,Derry City and Strabane,2015,24.1,88.1
ITL3,TLN0B,Mid Ulster,2015,29.9,106.4
ITL3,TLN0C,Causeway Coast and Glens,2015,30.1,104.7
ITL3,TLN0D,Antrim and Newtownabbey,2015,29.6,97.4
ITL3,TLN0E,Lisburn and Castlereagh,2015,30.1,107.6
ITL3,TLN0F,Mid and East Antrim,2015,32.6,139.2
ITL3,TLN0G,Fermanagh and Omagh,2015,29.3,100
UK,UKX,United Kingdom less Extra-Regio,2016,33.4,97.2
Other,TLB,England,2016,34,97.4
ITL1,TLC,North East,2016,29.1,97
ITL2,TLC1,Tees Valley and Durham,2016,29.2,100.4
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2016,32.5,104.7
ITL3,TLC12,South Teesside,2016,27.4,103.6
ITL3,TLC13,Darlington,2016,31.6,93.5
ITL3,TLC14,Durham CC,2016,27.5,98.3
ITL2,TLC2,"Northumberland, and Tyne and Wear",2016,29,94.6
ITL3,TLC21,Northumberland,2016,26.6,99.4
ITL3,TLC22,Tyneside,2016,28.2,93.6
ITL3,TLC23,Sunderland,2016,33.8,92.4
ITL1,TLD,North West,2016,30.5,100
ITL2,TLD1,Cumbria,2016,28.3,99.2
ITL3,TLD11,West Cumbria,2016,28.6,104.8
ITL3,TLD12,East Cumbria,2016,28.1,96.4
ITL2,TLD3,Greater Manchester,2016,30.1,97.7
ITL3,TLD33,Manchester,2016,32.1,93.6
ITL3,TLD34,Greater Manchester South West,2016,33.7,95
ITL3,TLD35,Greater Manchester South East,2016,28.7,103.4
ITL3,TLD36,Greater Manchester North West,2016,27.5,107.8
ITL3,TLD37,Greater Manchester North East,2016,26.1,97.7
ITL2,TLD4,Lancashire,2016,29.2,102.7
ITL3,TLD41,Blackburn with Darwen,2016,25.8,98
ITL3,TLD42,Blackpool,2016,24.6,101.6
ITL3,TLD44,Lancaster and Wyre,2016,28.3,102.7
ITL3,TLD45,Mid Lancashire,2016,33.8,107.1
ITL3,TLD46,East Lancashire,2016,27.9,102.8
ITL3,TLD47,Chorley and West Lancashire,2016,26.9,93.9
ITL2,TLD6,Cheshire,2016,34.9,99.6
ITL3,TLD61,Warrington,2016,30.6,88.6
ITL3,TLD62,Cheshire East,2016,38.4,103.9
ITL3,TLD63,Cheshire West and Chester,2016,34.3,103
ITL2,TLD7,Merseyside,2016,29.8,103.2
ITL3,TLD71,East Merseyside,2016,31.1,100.5
ITL3,TLD72,Liverpool,2016,30.3,105.2
ITL3,TLD73,Sefton,2016,27.5,102.7
ITL3,TLD74,Wirral,2016,28,105.5
ITL1,TLE,Yorkshire and The Humber,2016,28.5,97.4
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2016,29.2,100.8
ITL3,TLE11,"Kingston upon Hull, City of",2016,28,100.9
ITL3,TLE12,East Riding of Yorkshire,2016,29.8,100.3
ITL3,TLE13,North and North East Lincolnshire,2016,29.7,101.9
ITL2,TLE2,North Yorkshire,2016,28.9,94.8
ITL3,TLE21,York,2016,34.7,103.7
ITL3,TLE22,North Yorkshire CC,2016,26.9,91
ITL2,TLE3,South Yorkshire,2016,26.9,98.4
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2016,25.2,94.3
ITL3,TLE32,Sheffield,2016,29,98.5
ITL2,TLE4,West Yorkshire,2016,28.9,96.6
ITL3,TLE41,Bradford,2016,26.9,104
ITL3,TLE42,Leeds,2016,32.2,96
ITL3,TLE44,Calderdale and Kirklees,2016,26,95.4
ITL3,TLE45,Wakefield,2016,26.5,90.6
ITL1,TLF,East Midlands,2016,28.4,97
ITL2,TLF1,Derbyshire and Nottinghamshire,2016,28.6,99.7
ITL3,TLF11,Derby,2016,32.2,111.3
ITL3,TLF12,East Derbyshire,2016,29.3,103.3
ITL3,TLF13,South and West Derbyshire,2016,29.7,109.3
ITL3,TLF14,Nottingham,2016,27.3,85.2
ITL3,TLF15,North Nottinghamshire,2016,25.8,105.1
ITL3,TLF16,South Nottinghamshire,2016,30,86.9
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2016,28.7,95.9
ITL3,TLF21,Leicester,2016,27.3,86.8
ITL3,TLF22,Leicestershire CC and Rutland,2016,31,99
ITL3,TLF24,West Northamptonshire,2016,29.2,97.3
ITL3,TLF25,North Northamptonshire,2016,24.9,99
ITL2,TLF3,Lincolnshire,2016,27.1,92.2
ITL3,TLF30,Lincolnshire CC,2016,27.1,92.3
ITL1,TLG,West Midlands,2016,29.2,98
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2016,30.1,93.8
ITL3,TLG11,"Herefordshire, County of",2016,22.8,93.7
ITL3,TLG12,Worcestershire CC,2016,29.3,95.7
ITL3,TLG13,Warwickshire CC,2016,33,92.5
ITL2,TLG2,Shropshire and Staffordshire,2016,27,96.6
ITL3,TLG21,Telford and Wrekin,2016,28.9,97.9
ITL3,TLG22,Shropshire CC,2016,25.5,98.9
ITL3,TLG23,Stoke-on-Trent,2016,24.6,85.2
ITL3,TLG24,Staffordshire CC,2016,28,99.3
ITL2,TLG3,West Midlands,2016,29.9,101.1
ITL3,TLG31,Birmingham,2016,29,97.7
ITL3,TLG32,Solihull,2016,42.9,109.6
ITL3,TLG33,Coventry,2016,35.4,109.3
ITL3,TLG36,Dudley,2016,25.6,104.1
ITL3,TLG37,Sandwell,2016,26.1,93.6
ITL3,TLG38,Walsall,2016,26.1,110.6
ITL3,TLG39,Wolverhampton,2016,26.2,97.8
ITL1,TLH,East,2016,31.4,96.8
ITL2,TLH1,East Anglia,2016,30.5,96.6
ITL3,TLH11,Peterborough,2016,31.4,94.8
ITL3,TLH12,Cambridgeshire CC,2016,32.2,99
ITL3,TLH14,Suffolk CC,2016,31.9,99.8
ITL3,TLH15,Norwich and East Norfolk,2016,28.8,84.1
ITL3,TLH16,North and West Norfolk,2016,26.4,96.4
ITL3,TLH17,Breckland and South Norfolk,2016,27.4,103.8
ITL2,TLH2,Bedfordshire and Hertfordshire,2016,32.4,96.5
ITL3,TLH21,Luton,2016,34,97.7
ITL3,TLH23,Hertfordshire CC,2016,32.9,96.5
ITL3,TLH24,Bedford,2016,28.4,93.3
ITL3,TLH25,Central Bedfordshire,2016,30.7,98.4
ITL2,TLH3,Essex,2016,31.7,97.6
ITL3,TLH31,Southend-on-Sea,2016,26.2,118.8
ITL3,TLH32,Thurrock,2016,32.4,91.2
ITL3,TLH34,Essex Haven Gateway,2016,29.1,93.3
ITL3,TLH35,West Essex,2016,34,106.7
ITL3,TLH36,Heart of Essex,2016,34.4,89.3
ITL3,TLH37,Essex Thames Gateway,2016,32.4,98.1
ITL1,TLI,London,2016,45.1,99.2
ITL2,TLI3,Inner London - West,2016,51.2,99.2
ITL3,TLI31,Camden and City of London,2016,57.1,102.1
ITL3,TLI32,Westminster,2016,50.2,94.5
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2016,41.1,102.1
ITL3,TLI34,Wandsworth,2016,33.5,103.3
ITL2,TLI4,Inner London - East,2016,43.8,100.7
ITL3,TLI41,Hackney and Newham,2016,31.1,83.2
ITL3,TLI42,Tower Hamlets,2016,67.5,119.1
ITL3,TLI43,Haringey and Islington,2016,42.6,97.9
ITL3,TLI44,Lewisham and Southwark,2016,33.9,91.8
ITL3,TLI45,Lambeth,2016,43.9,110.1
ITL2,TLI5,Outer London - East and North East,2016,37.7,101.7
ITL3,TLI51,Bexley and Greenwich,2016,42,106.4
ITL3,TLI52,Barking & Dagenham and Havering,2016,36.3,94.5
ITL3,TLI53,Redbridge and Waltham Forest,2016,34.9,106.6
ITL3,TLI54,Enfield,2016,37.7,97.5
ITL2,TLI6,Outer London - South,2016,37.3,98.7
ITL3,TLI61,Bromley,2016,40.8,108.9
ITL3,TLI62,Croydon,2016,39,79.2
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2016,34.9,106.6
ITL2,TLI7,Outer London - West and North West,2016,41.6,97.5
ITL3,TLI71,Barnet,2016,34.2,103.7
ITL3,TLI72,Brent,2016,36.7,100.8
ITL3,TLI73,Ealing,2016,38.8,106.1
ITL3,TLI74,Harrow and Hillingdon,2016,41.3,98.1
ITL3,TLI75,Hounslow and Richmond upon Thames,2016,50.2,89.7
ITL1,TLJ,South East,2016,35.8,93.6
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2016,38.2,92
ITL3,TLJ11,Berkshire,2016,44.7,90.3
ITL3,TLJ12,Milton Keynes,2016,37.9,87.3
ITL3,TLJ13,Buckinghamshire CC,2016,33,93.6
ITL3,TLJ14,Oxfordshire CC,2016,32.7,97.1
ITL2,TLJ2,"Surrey, East and West Sussex",2016,35.6,96.4
ITL3,TLJ21,Brighton and Hove,2016,31.8,88.6
ITL3,TLJ22,East Sussex CC,2016,24.9,103.8
ITL3,TLJ25,West Surrey,2016,41.4,93.7
ITL3,TLJ26,East Surrey,2016,44.3,107.2
ITL3,TLJ27,West Sussex (South West),2016,32.2,95.9
ITL3,TLJ28,West Sussex (North East),2016,32.7,91
ITL2,TLJ3,Hampshire and Isle of Wight,2016,36.3,90.1
ITL3,TLJ31,Portsmouth,2016,32.7,89.3
ITL3,TLJ32,Southampton,2016,38.8,85.9
ITL3,TLJ34,Isle of Wight,2016,27.8,97.6
ITL3,TLJ35,South Hampshire,2016,34.8,99
ITL3,TLJ36,Central Hampshire,2016,33,92.5
ITL3,TLJ37,North Hampshire,2016,45.2,82
ITL2,TLJ4,Kent,2016,31.4,96.3
ITL3,TLJ41,Medway,2016,32.7,89
ITL3,TLJ43,Kent Thames Gateway,2016,31.1,96.2
ITL3,TLJ44,East Kent,2016,28.6,98.3
ITL3,TLJ45,Mid Kent,2016,27.5,94.5
ITL3,TLJ46,West Kent,2016,37.6,99.5
ITL1,TLK,South West,2016,30.5,97.7
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area",2016,33.7,97.9
ITL3,TLK11,"Bristol, City of",2016,30.7,105.1
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2016,35.4,95.1
ITL3,TLK13,Gloucestershire CC,2016,31.6,94.3
ITL3,TLK14,Swindon,2016,46.4,92.8
ITL3,TLK15,Wiltshire,2016,30.9,99.8
ITL2,TLK2,Dorset and Somerset,2016,28.6,101.7
ITL3,TLK23,Somerset CC,2016,27.3,102.5
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2016,31,102.9
ITL3,TLK25,Dorset,2016,27.8,99.7
ITL2,TLK3,Cornwall and Isles of Scilly,2016,24.7,89.9
ITL3,TLK30,Cornwall and Isles of Scilly,2016,24.7,89.8
ITL2,TLK4,Devon,2016,27.7,96.4
ITL3,TLK41,Plymouth,2016,29.3,101.6
ITL3,TLK42,Torbay,2016,23.1,100.4
ITL3,TLK43,Devon CC,2016,27.8,94.9
ITL1,TLL,Wales,2016,27.7,94.5
ITL2,TLL1,West Wales and The Valleys,2016,26.5,92.5
ITL3,TLL11,Isle of Anglesey,2016,24.6,92.9
ITL3,TLL12,Gwynedd,2016,22.6,88.6
ITL3,TLL13,Conwy and Denbighshire,2016,23,93.3
ITL3,TLL14,South West Wales,2016,24.5,95.8
ITL3,TLL15,Central Valleys,2016,31.1,100.3
ITL3,TLL16,Gwent Valleys,2016,27.3,92
ITL3,TLL17,Bridgend and Neath Port Talbot,2016,28.5,88.4
ITL3,TLL18,Swansea,2016,28,87.7
ITL2,TLL2,East Wales,2016,29.4,97.4
ITL3,TLL21,Monmouthshire and Newport,2016,28.7,97
ITL3,TLL22,Cardiff and Vale of Glamorgan,2016,31.4,96.2
ITL3,TLL23,Flintshire and Wrexham,2016,31.1,99.5
ITL3,TLL24,Powys,2016,19.5,103.5
ITL1,TLM,Scotland,2016,32.7,96.2
ITL2,TLM5,North Eastern Scotland,2016,34.3,101.4
ITL3,TLM50,Aberdeen City and Aberdeenshire,2016,34.3,101.6
ITL2,TLM6,Highlands and Islands,2016,31,94.9
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2016,31.1,95.3
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2016,31.3,90.2
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2016,31.2,103.7
ITL3,TLM64,Na h-Eileanan Siar,2016,27.2,97.5
ITL3,TLM65,Orkney Islands,2016,29.9,103.7
ITL3,TLM66,Shetland Islands,2016,32,96.6
ITL2,TLM7,Eastern Scotland,2016,35.3,94.7
ITL3,TLM71,Angus and Dundee City,2016,28.1,88.2
ITL3,TLM72,Clackmannanshire and Fife,2016,32,89.6
ITL3,TLM73,East Lothian and Midlothian,2016,29.8,93.9
ITL3,TLM75,City of Edinburgh,2016,41.7,97.2
ITL3,TLM76,Falkirk,2016,33.5,96.5
ITL3,TLM77,"Perth and Kinross, and Stirling",2016,34.1,101.6
ITL3,TLM78,West Lothian,2016,32.6,94
ITL2,TLM8,West Central Scotland,2016,30.7,95.6
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2016,31.2,95
ITL3,TLM82,Glasgow City,2016,29.9,99
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2016,30.3,89
ITL3,TLM84,North Lanarkshire,2016,33.5,91.7
ITL2,TLM9,Southern Scotland,2016,30,98
ITL3,TLM91,Scottish Borders,2016,28.7,99.3
ITL3,TLM92,Dumfries and Galloway,2016,29.4,92.9
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2016,28.4,98.9
ITL3,TLM94,South Ayrshire,2016,30.2,98.1
ITL3,TLM95,South Lanarkshire,2016,32,99.9
ITL1,TLN,Northern Ireland,2016,27.9,101.1
ITL2,TLN0,Northern Ireland,2016,27.9,101.1
ITL3,TLN06,Belfast,2016,29.3,94.7
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2016,24.6,101.1
ITL3,TLN08,"Newry, Mourne and Down",2016,27.4,97.6
ITL3,TLN09,Ards and North Down,2016,32.6,115.5
ITL3,TLN0A,Derry City and Strabane,2016,26,89.3
ITL3,TLN0B,Mid Ulster,2016,30.1,103.8
ITL3,TLN0C,Causeway Coast and Glens,2016,30.9,112.6
ITL3,TLN0D,Antrim and Newtownabbey,2016,29.6,91.5
ITL3,TLN0E,Lisburn and Castlereagh,2016,30.1,110.5
ITL3,TLN0F,Mid and East Antrim,2016,33.2,135.8
ITL3,TLN0G,Fermanagh and Omagh,2016,29.2,100
UK,UKX,United Kingdom less Extra-Regio,2017,34.3,99
Other,TLB,England,2017,34.8,99.4
ITL1,TLC,North East,2017,29.6,97.8
ITL2,TLC1,Tees Valley and Durham,2017,29.6,99
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2017,32.6,97.2
ITL3,TLC12,South Teesside,2017,27.9,103.9
ITL3,TLC13,Darlington,2017,31.9,97.6
ITL3,TLC14,Durham CC,2017,28.1,97.7
ITL2,TLC2,"Northumberland, and Tyne and Wear",2017,29.7,96.9
ITL3,TLC21,Northumberland,2017,27,101.5
ITL3,TLC22,Tyneside,2017,28.9,95.3
ITL3,TLC23,Sunderland,2017,34.7,95.9
ITL1,TLD,North West,2017,31.2,102.2
ITL2,TLD1,Cumbria,2017,28.8,99
ITL3,TLD11,West Cumbria,2017,28.7,103.1
ITL3,TLD12,East Cumbria,2017,28.9,95.9
ITL2,TLD3,Greater Manchester,2017,30.8,100.7
ITL3,TLD33,Manchester,2017,33,99.1
ITL3,TLD34,Greater Manchester South West,2017,34.6,96.5
ITL3,TLD35,Greater Manchester South East,2017,29.5,110.9
ITL3,TLD36,Greater Manchester North West,2017,27.8,105.9
ITL3,TLD37,Greater Manchester North East,2017,26.6,98
ITL2,TLD4,Lancashire,2017,30.1,106.4
ITL3,TLD41,Blackburn with Darwen,2017,26.6,102.6
ITL3,TLD42,Blackpool,2017,25.6,98.6
ITL3,TLD44,Lancaster and Wyre,2017,29.1,90.2
ITL3,TLD45,Mid Lancashire,2017,34.8,114.2
ITL3,TLD46,East Lancashire,2017,28.5,110.1
ITL3,TLD47,Chorley and West Lancashire,2017,28.4,105.4
ITL2,TLD6,Cheshire,2017,35.9,102.4
ITL3,TLD61,Warrington,2017,32,100.9
ITL3,TLD62,Cheshire East,2017,39.1,102
ITL3,TLD63,Cheshire West and Chester,2017,35.3,104.1
ITL2,TLD7,Merseyside,2017,30.1,102.5
ITL3,TLD71,East Merseyside,2017,31.5,105.1
ITL3,TLD72,Liverpool,2017,30.5,103.4
ITL3,TLD73,Sefton,2017,28.3,104.8
ITL3,TLD74,Wirral,2017,28.3,94.6
ITL1,TLE,Yorkshire and The Humber,2017,29.2,100
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2017,29.8,100.6
ITL3,TLE11,"Kingston upon Hull, City of",2017,28.3,101.4
ITL3,TLE12,East Riding of Yorkshire,2017,30.4,99.3
ITL3,TLE13,North and North East Lincolnshire,2017,30.4,102.4
ITL2,TLE2,North Yorkshire,2017,29.9,100
ITL3,TLE21,York,2017,35.4,104.5
ITL3,TLE22,North Yorkshire CC,2017,28,98.1
ITL2,TLE3,South Yorkshire,2017,27.4,100.6
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2017,25.9,105
ITL3,TLE32,Sheffield,2017,29.4,95
ITL2,TLE4,West Yorkshire,2017,29.6,99.4
ITL3,TLE41,Bradford,2017,27,99.5
ITL3,TLE42,Leeds,2017,32.7,99.6
ITL3,TLE44,Calderdale and Kirklees,2017,27.2,101.5
ITL3,TLE45,Wakefield,2017,27.6,94.8
ITL1,TLF,East Midlands,2017,29.2,97.5
ITL2,TLF1,Derbyshire and Nottinghamshire,2017,29.3,98.1
ITL3,TLF11,Derby,2017,32,104.1
ITL3,TLF12,East Derbyshire,2017,30.1,99.6
ITL3,TLF13,South and West Derbyshire,2017,29.9,97.8
ITL3,TLF14,Nottingham,2017,28.9,98.5
ITL3,TLF15,North Nottinghamshire,2017,26.1,102.4
ITL3,TLF16,South Nottinghamshire,2017,30.9,80.9
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2017,29.4,98.2
ITL3,TLF21,Leicester,2017,28.4,89.6
ITL3,TLF22,Leicestershire CC and Rutland,2017,31.7,101.1
ITL3,TLF24,West Northamptonshire,2017,30.1,95.6
ITL3,TLF25,North Northamptonshire,2017,25.1,107.5
ITL2,TLF3,Lincolnshire,2017,28,93.9
ITL3,TLF30,Lincolnshire CC,2017,28,93.9
ITL1,TLG,West Midlands,2017,30.1,100.7
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2017,31.1,98.5
ITL3,TLG11,"Herefordshire, County of",2017,23.2,93.9
ITL3,TLG12,Worcestershire CC,2017,29.6,96.7
ITL3,TLG13,Warwickshire CC,2017,34.8,101.7
ITL2,TLG2,Shropshire and Staffordshire,2017,27.8,98.1
ITL3,TLG21,Telford and Wrekin,2017,29.9,101.3
ITL3,TLG22,Shropshire CC,2017,26.1,100.6
ITL3,TLG23,Stoke-on-Trent,2017,25.6,89.3
ITL3,TLG24,Staffordshire CC,2017,28.7,99.4
ITL2,TLG3,West Midlands,2017,30.8,103.3
ITL3,TLG31,Birmingham,2017,30.1,99.2
ITL3,TLG32,Solihull,2017,43.9,117.7
ITL3,TLG33,Coventry,2017,36.5,105.5
ITL3,TLG36,Dudley,2017,25.5,105.2
ITL3,TLG37,Sandwell,2017,27.6,102.3
ITL3,TLG38,Walsall,2017,25.4,103.9
ITL3,TLG39,Wolverhampton,2017,27.2,105.3
ITL1,TLH,East,2017,32.3,99.9
ITL2,TLH1,East Anglia,2017,31.3,97.7
ITL3,TLH11,Peterborough,2017,32.3,98.3
ITL3,TLH12,Cambridgeshire CC,2017,32.8,101.2
ITL3,TLH14,Suffolk CC,2017,32.4,95.2
ITL3,TLH15,Norwich and East Norfolk,2017,29.8,94.5
ITL3,TLH16,North and West Norfolk,2017,27.6,105.4
ITL3,TLH17,Breckland and South Norfolk,2017,27.7,91.5
ITL2,TLH2,Bedfordshire and Hertfordshire,2017,33.1,100.1
ITL3,TLH21,Luton,2017,34.6,102.9
ITL3,TLH23,Hertfordshire CC,2017,33.5,98.7
ITL3,TLH24,Bedford,2017,29.4,98.7
ITL3,TLH25,Central Bedfordshire,2017,31.7,108.2
ITL2,TLH3,Essex,2017,32.8,103
ITL3,TLH31,Southend-on-Sea,2017,26.4,110.8
ITL3,TLH32,Thurrock,2017,33.9,98.9
ITL3,TLH34,Essex Haven Gateway,2017,30.9,101.5
ITL3,TLH35,West Essex,2017,34.4,110
ITL3,TLH36,Heart of Essex,2017,35.8,101.1
ITL3,TLH37,Essex Thames Gateway,2017,33.1,99
ITL1,TLI,London,2017,46.1,99.1
ITL2,TLI3,Inner London - West,2017,52.5,99.9
ITL3,TLI31,Camden and City of London,2017,58,100
ITL3,TLI32,Westminster,2017,52.5,99.9
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2017,41.3,96.6
ITL3,TLI34,Wandsworth,2017,33.5,108.7
ITL2,TLI4,Inner London - East,2017,44.4,101.7
ITL3,TLI41,Hackney and Newham,2017,32.7,91.8
ITL3,TLI42,Tower Hamlets,2017,67.3,121.4
ITL3,TLI43,Haringey and Islington,2017,42.8,93.2
ITL3,TLI44,Lewisham and Southwark,2017,34.6,93.4
ITL3,TLI45,Lambeth,2017,44.7,101.7
ITL2,TLI5,Outer London - East and North East,2017,38.5,101.8
ITL3,TLI51,Bexley and Greenwich,2017,42.3,97.1
ITL3,TLI52,Barking & Dagenham and Havering,2017,36.4,89.8
ITL3,TLI53,Redbridge and Waltham Forest,2017,35.6,113.1
ITL3,TLI54,Enfield,2017,40,111.3
ITL2,TLI6,Outer London - South,2017,37.9,93.8
ITL3,TLI61,Bromley,2017,41.5,111.4
ITL3,TLI62,Croydon,2017,40.3,75.9
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2017,35.1,97.5
ITL2,TLI7,Outer London - West and North West,2017,42.3,96
ITL3,TLI71,Barnet,2017,34.4,88.2
ITL3,TLI72,Brent,2017,36.1,97.5
ITL3,TLI73,Ealing,2017,39.4,93.9
ITL3,TLI74,Harrow and Hillingdon,2017,42,99.7
ITL3,TLI75,Hounslow and Richmond upon Thames,2017,51.5,97.4
ITL1,TLJ,South East,2017,37,97.6
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2017,39.2,93.8
ITL3,TLJ11,Berkshire,2017,45.8,90.5
ITL3,TLJ12,Milton Keynes,2017,39.5,100.3
ITL3,TLJ13,Buckinghamshire CC,2017,33.6,93.2
ITL3,TLJ14,Oxfordshire CC,2017,33.3,96.1
ITL2,TLJ2,"Surrey, East and West Sussex",2017,36.7,102.7
ITL3,TLJ21,Brighton and Hove,2017,32.8,93.2
ITL3,TLJ22,East Sussex CC,2017,25.4,101.9
ITL3,TLJ25,West Surrey,2017,43.3,100.6
ITL3,TLJ26,East Surrey,2017,43.7,110.2
ITL3,TLJ27,West Sussex (South West),2017,34,107.5
ITL3,TLJ28,West Sussex (North East),2017,33.5,104
ITL2,TLJ3,Hampshire and Isle of Wight,2017,37.9,94.8
ITL3,TLJ31,Portsmouth,2017,33.8,91.5
ITL3,TLJ32,Southampton,2017,41.2,91.4
ITL3,TLJ34,Isle of Wight,2017,28,97.7
ITL3,TLJ35,South Hampshire,2017,36.2,104.8
ITL3,TLJ36,Central Hampshire,2017,34.3,101.3
ITL3,TLJ37,North Hampshire,2017,48,83
ITL2,TLJ4,Kent,2017,32.5,99.6
ITL3,TLJ41,Medway,2017,34.1,91.9
ITL3,TLJ43,Kent Thames Gateway,2017,31.7,94.3
ITL3,TLJ44,East Kent,2017,29.2,104.9
